id	title	locations	start_year	start_month	start_day	end_year	end_month	end_day	start_expr	end_expr	calendar	uncertainty_years	category	infobox_type	description	tags
mesopotamia-akkadian	Akkadian Empire	[]	-2334	0	0	-2154	0	0	2334 BCE (Sargon of Akkad)	2154 BCE (Gutian invasions; empire collapses)	gregorian	10	historical_period	manual	The world's first recorded empire, created by Sargon of Akkad, who conquered all Mesopotamia and parts of Syria and Anatolia; his daughter Enheduanna is the world's first named author.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-gutian	Gutian Interlude	[]	-2154	0	0	-2112	0	0	2154 BCE (Gutian invasions)	2112 BCE (Third Dynasty of Ur founded)	gregorian	10	historical_period	manual	A poorly documented period of Gutian dominance from the Zagros Mountains following the Akkadian collapse; Sumerian cities recovered gradually and power shifted between regional centres.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-ur-iii	Third Dynasty of Ur	[]	-2112	0	0	-2004	0	0	2112 BCE (Ur-Nammu founds Ur III)	2004 BCE (Amorite and Elamite invasions)	gregorian	5	historical_period	manual	A Neo-Sumerian renaissance under Ur-Nammu and Shulgi that produced the world's oldest known law code, an elaborate bureaucratic state, and literary compositions that defined the Sumerian canon.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-old-babylonian	Old Babylonian Period	[]	-2000	0	0	-1595	0	0	c. 2000 BCE (Isin-Larsa period; Amorite dynasties)	1595 BCE (Hittite sack of Babylon)	gregorian	50	historical_period	manual	Hammurabi of Babylon (r. 1792–1750 BCE) unified Mesopotamia and issued the famous law code; the period also saw the composition of Gilgamesh in near-final form and sophisticated mathematics.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-kassite	Kassite Babylonia	[]	-1595	0	0	-1155	0	0	1595 BCE (Kassites take Babylon)	1155 BCE (Elamites remove Kassite king)	gregorian	20	historical_period	manual	A Kassite dynasty from the Zagros ruled Babylon for over four centuries — the longest-lived Babylonian dynasty — maintaining Sumero-Akkadian traditions while developing extensive international diplomacy with Egypt and the Hittites.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-middle-assyrian	Middle Assyrian Period	[]	-1365	0	0	-912	0	0	1365 BCE (Ashur-uballit I expands Assyrian power)	912 BCE (Neo-Assyrian Empire conventionally begins)	gregorian	10	historical_period	manual	Assyria emerged as a major power rivalling the Hittites and Mitanni; Middle Assyrian law codes survive from this era, and the state developed the administrative and military traditions the Neo-Assyrian Empire would perfect.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-neo-assyrian	Neo-Assyrian Empire	[]	-912	0	0	-609	0	0	912 BCE	609 BCE (fall of Harran; Assyrian state ends)	gregorian	5	historical_period	manual	The most powerful state of the ancient Near East, stretching from Egypt to Iran; Assyrian kings like Tiglath-Pileser III, Sargon II, and Ashurbanipal created the first true empire with systematic deportation, garrison cities, and a royal library at Nineveh.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-neo-babylonian	Neo-Babylonian Empire	[]	-626	0	0	-539	0	0	626 BCE (Nabopolassar founds new Babylonian dynasty)	539 BCE (Cyrus the Great takes Babylon)	gregorian	0	historical_period	manual	Nebuchadnezzar II destroyed Jerusalem, deported the Jews to Babylon, and rebuilt the city with the Hanging Gardens and Ishtar Gate; the empire lasted less than a century before falling to Persia without a siege.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-achaemenid	Achaemenid Mesopotamia	[]	-539	0	0	-330	0	0	539 BCE (Cyrus the Great)	330 BCE (Alexander defeats Darius III)	gregorian	0	historical_period	manual	Babylon became a wealthy satrapy and sometime capital of the Achaemenid Persian Empire; Cyrus restored exiles and respected local cults, and the city remained a major commercial and cultural centre.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-seleucid	Seleucid Mesopotamia	[]	-312	0	0	-141	0	0	312 BCE (Seleucus I consolidates control)	141 BCE (Parthians capture Seleucia-on-Tigris)	gregorian	0	historical_period	manual	The Seleucid successor state to Alexander's empire controlled Mesopotamia for over 150 years; Seleucia-on-the-Tigris was founded as a new administrative centre and cuneiform scholarship continued into this era.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-parthian	Parthian Mesopotamia	[]	-141	0	0	224	0	0	141 BCE (Mithridates I takes Seleucia)	224 CE (Ardashir I defeats last Parthian king)	gregorian	0	historical_period	manual	The Arsacid Parthian Empire ruled Mesopotamia for three and a half centuries, repelling Roman invasions at Carrhae (53 BCE) and in the second century CE; Ctesiphon on the Tigris became the imperial capital.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-sassanid	Sassanid Mesopotamia	[]	224	0	0	651	0	0	224 CE (Ardashir I founds Sassanid Empire)	651 CE (last Sassanid emperor killed; Arab conquest complete)	gregorian	0	historical_period	manual	The Sassanid Persian Empire made Ctesiphon its capital and competed with Rome and Byzantium for centuries; Mesopotamia was the empire's heartland, an agrarian and commercial centre with a cosmopolitan population.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-early-caliphates	Early Islamic Caliphates	[]	637	0	0	750	0	0	637 CE (Arab forces defeat Sassanids at al-Qadisiyyah)	750 CE (Abbasid revolution)	gregorian	0	historical_period	manual	The Rashidun and Umayyad caliphates rapidly conquered Mesopotamia; Arabic replaced Aramaic in administration, and the new garrison cities of Basra and Kufa became centres of early Islamic scholarship.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-abbasid	Abbasid Caliphate	[]	750	0	0	1258	0	0	750 CE (Abbasid revolution)	1258 CE (Mongol sack of Baghdad)	gregorian	0	historical_period	manual	The Abbasid caliphs built Baghdad in 762 CE, which grew into the world's largest city and the centre of the Islamic Golden Age; mathematics, astronomy, medicine, and philosophy flourished until the catastrophic Mongol invasion.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-mongol	Mongol Iraq / Ilkhanate	[]	1258	0	0	1335	0	0	1258 CE (Hülegü Khan sacks Baghdad)	1335 CE (Ilkhanate fragments)	gregorian	0	historical_period	manual	The Mongol sack of Baghdad in 1258 killed the last Abbasid caliph and devastated the agricultural infrastructure of Iraq; the Ilkhanate eventually converted to Islam and assimilated, before collapsing into competing successor states.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
mesopotamia-ottoman	Ottoman Iraq	[]	1534	0	0	1918	0	0	1534 CE (Suleiman the Magnificent takes Baghdad)	1918 CE (British occupation complete)	gregorian	0	historical_period	manual	The Ottoman Empire ruled the three vilayets of Mosul, Baghdad, and Basra for nearly four centuries; the region was a frontier zone contested with Safavid Persia and remained economically underdeveloped relative to its ancient past.	["mesopotamia-history", "manual-extraction", "no-coords-found"]
west-africa-nok	Nok Culture	[]	-1000	0	0	300	0	0	c. 1000 BCE	c. 300 CE	gregorian	150	historical_period	manual	An iron-smelting culture in central Nigeria famous for its terracotta figurines — the earliest known large-scale sculpture in sub-Saharan Africa — and for introducing iron technology to the region.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-djenne-djenno	Djenné-Djenno	[]	-250	0	0	1400	0	0	c. 250 BCE	c. 1400 CE (abandoned)	gregorian	50	historical_period	manual	One of the earliest known cities in sub-Saharan Africa, located on an island in the Niger River delta; it predates the Arab-influenced cities of the Sahel and shows indigenous urban development with extensive long-distance trade.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-trans-saharan	Trans-Saharan Trade Era	[]	800	0	0	1600	0	0	c. 800 CE (Ghana Empire peak)	c. 1600 CE (Atlantic trade supersedes overland routes)	gregorian	50	historical_period	manual	The height of overland commerce crossing the Sahara, exchanging West African gold, salt, and enslaved people for North African and Mediterranean goods; the wealth it generated built the great Sahelian empires.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-ghana-empire	Ghana Empire	[]	300	0	0	1235	0	0	c. 300 CE (traditional founding)	1235 CE (Mali conquest under Sundiata)	gregorian	100	historical_period	manual	The first of the great Sahelian empires, controlling the gold and salt trade across the western Sahara from its capital Koumbi Saleh; its power attracted Arab geographers and eventually Islamic conquest pressure.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-kanem-bornu	Kanem-Bornu Empire	[]	700	0	0	1900	0	0	c. 700 CE (Kanem state forms)	c. 1900 CE (absorbed by colonial powers)	gregorian	50	historical_period	manual	A remarkably long-lived empire centred on Lake Chad that converted to Islam in the eleventh century and survived over a millennium of dynastic changes, migrations, and external pressures before colonisation.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-mali-empire	Mali Empire	[]	1235	0	0	1600	0	0	1235 CE (Sundiata Keita defeats Sosso)	c. 1600 CE (fragmentation complete)	gregorian	20	historical_period	manual	The most powerful medieval West African empire, which controlled the gold and salt trade and at its height extended from the Atlantic coast to Timbuktu; Mansa Musa's 1324 pilgrimage to Mecca famously distributed so much gold it depressed prices across the Mediterranean.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-songhai	Songhai Empire	[]	1430	0	0	1591	0	0	c. 1430 CE (Sunni Ali begins expansion)	1591 CE (Moroccan army defeats Songhai at Tondibi)	gregorian	10	historical_period	manual	The largest empire in West African history, controlling the middle Niger and the great cities of Timbuktu, Djenné, and Gao; its fall to a Moroccan musket-armed invasion opened the region to decades of instability.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-jolof	Jolof Empire	[]	1350	0	0	1549	0	0	c. 1350 CE	1549 CE (Battle of Danki; empire fragments)	gregorian	25	historical_period	manual	A Wolof state on the Senegambian coast that unified several kingdoms under a paramount ruler; its fragmentation coincided with the arrival of Portuguese traders who offered coastal states direct access to Atlantic commerce.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-benin	Benin Kingdom	[]	1180	0	0	1897	0	0	c. 1180 CE (Eweka I founds Oba dynasty)	1897 CE (British Punitive Expedition)	gregorian	30	historical_period	manual	A powerful Edo kingdom in southern Nigeria renowned for its sophisticated bronze casting, coral-beaded court regalia, and extensive system of defensive earthworks; the kingdom's treasures were looted by British forces in 1897.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-oyo	Oyo Empire	[]	1400	0	0	1836	0	0	c. 1400 CE (founded)	1836 CE (capital sacked; empire dissolves)	gregorian	25	historical_period	manual	A Yoruba empire that became the dominant power in the western Sudan and coastal region, built on cavalry and long-distance trade; it played a significant role in the Atlantic slave trade before collapsing under Fulani pressure.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-atlantic-slave-trade	Atlantic Slave Trade	[]	1500	0	0	1807	0	0	c. 1500 CE (Portuguese begin large-scale trade)	1807 CE (British abolition of the trade)	gregorian	20	historical_period	manual	European merchants transported an estimated 12 million enslaved Africans across the Atlantic; West Africa was the primary source region, profoundly disrupting states, fuelling warfare, and reshaping the demographic and political landscape of the region.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-dahomey	Kingdom of Dahomey	[]	1600	0	0	1894	0	0	c. 1600 CE	1894 CE (French colonial conquest)	gregorian	20	historical_period	manual	A centralised Fon kingdom in present-day Benin known for its military prowess — including the all-female Agojie warriors — its palace art, and its prominent participation in and eventual resistance to the Atlantic slave trade.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-ashanti	Ashanti Empire	[]	1701	0	0	1902	0	0	1701 CE (Osei Tutu founds confederacy; Golden Stool legend)	1902 CE (British annexation after final war)	gregorian	0	historical_period	manual	A powerful Akan state in present-day Ghana whose wealth derived from gold and kola trade; its military confederation successfully resisted multiple British invasions before being incorporated into the Gold Coast colony.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-sokoto	Sokoto Caliphate	[]	1804	0	0	1903	0	0	1804 CE (Usman dan Fodio launches jihad)	1903 CE (British conquest of Sokoto)	gregorian	0	historical_period	manual	A large Fulani Islamic state established through a series of reformist jihads across the central Sahel; at its height it was the largest state in Africa south of the Sahara and one of the most populous Islamic states in the world.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-colonial	Colonial Period	[]	1880	0	0	1960	0	0	c. 1880 CE (Scramble for Africa intensifies)	1960 CE (Year of Africa; most colonies gain independence)	gregorian	5	historical_period	manual	European powers — primarily Britain, France, and Portugal — partitioned West Africa following the 1884–85 Berlin Conference; colonial rule imposed new borders, extracted resources, and restructured economies, creating lasting political and social legacies.	["west-africa-history", "manual-extraction", "no-coords-found"]
west-africa-independence	Post-Independence Era	[]	1957	0	0	2026	0	0	1957 CE (Ghana becomes first sub-Saharan colony to gain independence)	present	gregorian	0	historical_period	manual	Beginning with Ghana's independence under Kwame Nkrumah, West African nations gained sovereignty through the 1960s; the era has been marked by nation-building, military coups, resource wealth, rapid population growth, and the ongoing development of regional institutions such as ECOWAS.	["west-africa-history", "manual-extraction", "no-coords-found"]
